Id,Prediction1,Prediction2,Prediction3,Prediction4,Prediction5,Prediction6,Prediction7,Prediction8,Prediction9
ITSUPtCmh7WdJcsYDwQ5,0.08087576,0.31991112,0.0024548436,0.0024489944,0.04599159,0.34435654,0.010252717,0.16576993,0.027938502
Ig2DB5tSiEy1cJvV0zdw,0.05146503,0.5211879,0.002103126,0.0020981147,0.034682907,0.30628496,0.008783759,0.046695437,0.026698804
Jmo6eIhLZ4t9r8QsxEg5,0.045222655,0.45974538,0.0018480296,0.0018436268,0.023097131,0.3984609,0.007718345,0.04103158,0.021032372
JtPFl4ewgdD78OzCMa3o,0.33597997,0.15743873,0.0024618248,0.0024559589,0.052078478,0.3267665,0.010281873,0.080846295,0.03169037
K3ZtByPHGSFYNljDUEXp,0.00069594505,0.0147150075,0.9792629,0.00020793642,0.00022629392,0.000736837,0.00023512496,0.0002398804,0.003680038
K5PTipJ9XhUo4ZNeMW2a,0.0005531321,0.00090145285,0.9973537,0.00010553952,0.000114857,0.00012348838,0.000119339245,0.000121752906,0.0006067296
K5qpgj7bdnhS2r30OEzY,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
K62VOEBLnk8crZ4MmsXT,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
K7ZiVIxskzvctNT0qyA3,0.0003516425,0.0025192294,0.99528486,0.00010506469,0.00011434024,0.0001229329,0.00011880232,0.000121205114,0.0012618884
K89sTRoP52wWL7rZUNdt,0.0005531321,0.00090145285,0.9973537,0.00010553952,0.000114857,0.00012348838,0.000119339245,0.000121752906,0.0006067296
K9moual27cWIk5bJOpiH,0.00042899573,0.009070649,0.9873723,0.00012817649,0.00013949245,0.0002991934,0.0001449361,0.00014786745,0.002268456
KAPHdnDUgF3m5pEGwxXc,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
KB7ybYxf95pdtUoGzl3u,0.0007228896,0.0051789097,0.990307,0.00021598711,0.00023505536,0.00025271953,0.00024422808,0.00024916785,0.002594129
KBZ4cC3QsAgrqI80OWlm,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
KBZO3jLb5A7ieDWYTMgR,0.0004096493,0.0029348007,0.99442226,0.00012239617,0.00013320181,0.0001432118,0.00013839998,0.00014119914,0.0015548408
KBbVJcQrqAu4zROsEwi0,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
KCvj7cQ1dHEFDBruTZpV,0.0003516425,0.0025192294,0.99528486,0.00010506469,0.00011434024,0.0001229329,0.00011880232,0.000121205114,0.0012618884
KCvjZO7bGhenNRq8xLsf,0.0009613174,0.020326016,0.9713557,0.00028722512,0.0003125826,0.001017802,0.000324781,0.00033134976,0.005083282
KDHx9P6m25ocdLaqVn8k,0.00042899573,0.009070649,0.9873723,0.00012817649,0.00013949245,0.0002991934,0.0001449361,0.00014786745,0.002268456
KDQ13ouamdPnSlhzTRJe,0.99708086,0.0004897842,7.7732526e-05,0.00049735536,0.00034692648,0.00012485948,0.00016748773,0.001073521,0.00014150483
KE3w1tc4flX7UngQ5yTq,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
KEhusGlH2O4qwTymPZRQ,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
KFBXbSr9a8mYC7cDkflH,0.0003516425,0.0025192294,0.99528486,0.00010506469,0.00011434024,0.0001229329,0.00011880232,0.000121205114,0.0012618884
KFHlYPzy0Emni9exLs3C,0.9644622,0.0030827988,0.0006854232,0.01011644,0.00087153335,0.0011576278,0.0020152396,0.016414506,0.0011941526
KFboDTnWNsOkzIl8rX6R,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
KFczEQCIau7D20MROmHl,0.000639059,0.013512207,0.98118895,0.00019093993,0.00020779693,0.00044569728,0.00021590591,0.00022027285,0.003379234
KFlbgmf4GZjHhIsX92Yr,0.0003516425,0.0025192294,0.99528486,0.00010506469,0.00011434024,0.0001229329,0.00011880232,0.000121205114,0.0012618884
KG6ZtkgjohnTHX9McR4w,0.99774915,0.00048758823,7.778463e-05,0.00041757568,9.890521e-05,0.00013137233,0.0002916925,0.00061041396,0.00013551733
KGA8EhzSPqxyN9wCmeiV,0.21537709,0.2255182,0.0015781316,0.0015743714,0.34745994,0.15473299,0.0065911077,0.027134089,0.020034095
KGPCEf430IcB1OpbthkR,0.9975224,0.0004900011,7.776695e-05,0.00041748077,0.00030478046,0.00016524972,0.00016756188,0.00071311975,0.00014156749
KHc36DE5SXAedfmtq7pI,0.99724233,0.0009979106,7.774511e-05,0.0006568179,9.885497e-05,0.00013129495,8.749341e-05,0.000592643,0.000114854796
KHepg3qX6ZWOy2VsdRDQ,0.96474683,0.007302149,0.0008071392,0.007367412,0.0034803562,0.001437799,0.0017391171,0.011649904,0.0014693225
KHpJcA0hTf7yrBuMia3S,0.100910775,0.24443409,0.011682237,0.0017889224,0.0019468562,0.22228724,0.0020228312,0.019244011,0.39568308
KI1eOvfhVoEsa50DLQdA,0.0004096493,0.0029348007,0.99442226,0.00012239617,0.00013320181,0.0001432118,0.00013839998,0.00014119914,0.0015548408
KI6VEf2DqSA1MwOmNkne,0.997686,0.00066537235,7.77797e-05,0.00045999856,9.8898956e-05,0.000119957505,8.7532346e-05,0.0006737666,0.00013063056
KI96FxUmuC5XiYrBOhos,0.0003516425,0.0025192294,0.99528486,0.00010506469,0.00011434024,0.0001229329,0.00011880232,0.000121205114,0.0012618884
KIBotXZz3920bRdQDx6q,0.99718297,0.0009978511,7.7740486e-05,0.00071640394,9.884909e-05,0.00013128713,8.74882e-05,0.0005926077,0.00011484796
KJAPc4qD5tMsXxkGVoe7,0.98974586,0.002988584,0.00029602335,0.0015891591,0.00037640135,0.00043107677,0.00063783186,0.0033962217,0.0005388829
KJfPRg9v7YoDId8Tur36,0.040750615,0.07465528,0.0018802987,0.0018758184,0.0023908485,0.04511768,0.13878088,0.080574684,0.6139739
KJrPf2Vo34EFvyHTb5ca,0.013225296,0.024228796,0.00061023637,0.0006087826,0.0007759317,0.014642601,0.85783327,0.018737424,0.0693377
KLCJ54mcXibYSkrIowea,0.0012591247,0.0059880475,0.9892805,0.00017151365,0.0001866556,0.00020068257,0.00019393956,0.00019786222,0.0025216113
KLWS8rqmP5CaIdl9Rbwt,0.02395363,0.100458056,0.0008171777,0.00081523095,0.014313494,0.83679795,0.003959099,0.00958511,0.009300277
KMh2yDGU0arC9FsgfAdO,0.98511595,0.0030511674,0.00026943066,0.00026878878,0.0003425882,0.00047601826,0.0003032143,0.009774874,0.00039803682
KNvsfthG2Pi97V6FbDCL,0.68087715,0.0072093084,0.0014845905,0.26995763,0.0018876952,0.0025071586,0.001670741,0.03221253,0.0021932237
KOFjpx4N2u1EAGMIT38i,0.98697346,0.0020199541,0.00035200967,0.00035117107,0.00044758964,0.0005248046,0.0003961478,0.008414851,0.0005200329
KOHC6vwryfx39bNpQI1W,0.0004310398,0.0030880459,0.99422026,0.00012878736,0.00014015724,0.00015068991,0.00014562668,0.00014857216,0.0015468099
