db_por,dd_por,dw_por,dc_por,db0_por,dbN0_por,dd_text,db_text,dd_rdata,db3_rdata,db3_data,db3_all,dd4,dd5,dd6,dd4_all,dd5_all,dd6_all,db3_idata,db3_NdNt,dd4_NdNt,dd5_NdNt,dd6_NdNt,db3_all_zero
0.395454658015948,0.541367440939032,0.002742558565698,0.939564657520677,0.141459367221379,0.858540632778621,0.787218366548722,0.135611566414102,0.022533611058512,0.929823896989207,0.970083034842071,0.696027933237581,1489,83977,399,0.009218216036848,0.519891288197712,0.002470159972265,0,0,0.014634481945236,0.825359227881194,0.003921530084721,0.080371437720141
0.38064389477817,0.190485538542076,0.006543646119618,0.577673079439864,0.31545470173629,0.68454529826371,0.266685956790123,0.141782407407407,0,0,0.911425462459195,0.65462635780657,6,2696,33,0.000392618767177,0.176416699384897,0.002159403219474,0,0,0.000691005412876,0.31049176551883,0.003800529770817,0.183426629348261
0.981981878441609,0.000481986906621,0.000327549969328,0.982791415317558,0.429023385781269,0.570976614218731,0.005483727151137,0,0.270903010033445,0.011148272017837,0.999832449731261,1.96320952998016,0,89,32,0,6.39297089258803E-05,2.29859627598671E-05,0,0,0,0.005409019083506,0.001944815850249,0.214594104109268
0.01858793686584,0.928931792559188,0.001719278466742,0.94923900789177,0.403335860500379,0.596664139499621,0.954313836505379,2.90347400664896E-05,0.156450137236962,0.477584629460201,0.944108761329305,0.032328072153326,7,65080,8,9.86471251409245E-05,0.917136414881623,0.00011273957159,0,0,0.000102809640607,0.955835915813591,0.000117496732122,0.231909328683522
0.108934169278997,0.08307210031348,0.029780564263323,0.221786833855799,0.474820143884892,0.525179856115108,0.008064516129032,0.001344086021505,0.287925696594427,0.191950464396285,0.456140350877193,0.139498432601881,0,3,0,0,0.002351097178683,0,0,0,0,0.003821656050955,0,0.370786516853933
0.988953503136189,0.003605982884278,0.000241245333807,0.992800731354275,0.00916700903862,0.99083299096138,0.337708830548926,0.0763723150358,0,0,0.999781603288798,1.97694202493715,0,244,0,0,0.003098097971,0,0,0,0,0.328398384925976,0,0.004585741811175
0.329080993153547,0.644212824983706,0.001637800890206,0.974931619027458,0.150508692634537,0.849491307365463,0.888576243409966,0.084870363785347,0.018156595536334,0.944550981272186,0.98119548691686,0.592850497746631,1792,111629,507,0.009982786378399,0.621857399907525,0.002824370922906,0,0,0.014443575752202,0.899733212970202,0.004086435773642,0.083544755783579
0.210579440172659,0.00844418549307,0.001165281185633,0.220188906851361,0.308717509060442,0.691282490939558,0.000224522088697,0.000181755976564,0.03370469609364,0.896394490668923,0.899709967943825,0.409965615998818,2,0,0,1.64124110652475E-05,0,0,0,0,3.47186057007951E-05,0,0,0.158573201489251
0.996876688527022,0.000303007829468,9.02666680792906E-05,0.997269963024569,0.033930974087119,0.966069025912881,0.002419955323902,0.007446016381236,0.000213674486075,0.999383238385813,0.905289905289905,1.99338976765868,17,0,0,7.20438195938E-06,0,0,0,0,0.003476482617587,0,0,0.016968581676925
0.176650263023927,0.614797217037163,0.010181571355846,0.801629051416935,0.353986551392891,0.646013448607109,0,0,0.260869565217391,0,0,0.296623112166978,183,4255,1513,0.015526896317665,0.361021550992703,0.128372645511624,0,0,0.020504201680672,0.476750700280112,0.16952380952381,0.210812356979405
0.989866066909416,0.000589333662077,8.21859868883283E-05,0.990537586558382,0.037572927403693,0.962427072596307,0.001506373117034,0.004519119351101,0.000373630798802,0.998941379403395,0.982434624362068,1.97921496346232,14,0,0,1.40317538589829E-05,0,0,0,0,0.002150537634409,0,0,0.018791372618922
0.334403017980501,0.523308510117094,0.052422713242859,0.910134241340454,0.025529265255293,0.974470734744707,0,0,0,0,0,0.348537553280094,2269,12638,5,0.027791386997207,0.154793983636275,6.12414874332468E-05,0,0,0.037151652094181,0.206929298883322,8.1867897959852E-05,0.024458813606972
0.521775369868723,0.0297978745572,0,0.551573244425922,0.559904153354633,0.440095846645367,0.046931407942238,0.050090252707581,0.025965379494008,0.918109187749667,0.924599434495759,0.983954990623046,2,87,0,0.00041675349031,0.018128776828506,0,0,0,0.001189767995241,0.05175490779298,0,0.296908089792461
0.064308930506114,0.04830521591085,0.005262343290512,0.117876489707476,0.525150421179302,0.474849578820698,0.044414313115947,0.021744162973742,0,0,0.731117021276596,0.085280916266832,69,35,9,0.001067946138369,0.000541711809317,0.000139297322396,0,0,0.001560662263639,0.000791640278657,0.000203564643083,0.396007259528131
0.394052044609665,0.04089219330855,0.009665427509294,0.444609665427509,0.742138364779874,0.257861635220126,0.046028880866426,0.050541516245487,0.0984375,0.696875,0.929332042594385,0.697893432465923,1,88,0,0.000247831474597,0.02180916976456,0,0,0,0.000574382538771,0.050545663411832,0,0.419034090909091
0.995394979779279,0.00021318363105,5.07580073929038E-05,0.995658921417722,0.005860351034645,0.994139648965355,0.030837004405286,0.031718061674009,0.105351170568562,0.67056856187291,0.999909428378258,1.99032298589054,0,88,0,0,0.000111667616264,0,0,0,0,0.033652007648184,0,0.002930863001122
0.435091023226617,0.179535467671061,0.006842435655995,0.621468926553672,0.377146154955995,0.622853845044005,0.290580728885044,0.099816156591327,0,0,0.921106719367589,0.794099183929692,4,2628,23,0.000251098556183,0.164971751412429,0.001443816698054,0,0,0.00049918881817,0.327967053538001,0.00287033570448,0.206640316205534
0.08684712161647,0.525352649637819,0.007548608463591,0.61974837971788,0.323090430201931,0.676909569798069,0.593461639862905,0.000351524738553,0.112091791703442,0.63901147396293,0.891812865497076,0.157072054898971,19,2891,3486,0.001448722836447,0.220434616850934,0.265802516202821,0,0,0.001947719118401,0.296360840594567,0.357355202460277,0.178640776699029
0.343463121240899,0.053497942386831,0.01329534662868,0.41025641025641,0.92258064516129,0.07741935483871,0.061271676300578,0,0.298578199052133,0.09478672985782,0.927102803738318,0.64070908515353,0,87,0,0,0.027540360873694,0,0,0,0,0.062054208273895,0,0.494565217391304
0.185569604327861,0.057369314965088,0.006856639617538,0.249795558910486,0.647118644067797,0.352881355932203,0.000539616872021,0.000539616872021,0.250221565731167,0.486262924667651,0.845272206303725,0.318676479838963,4,8,0,0.000251619802478,0.000503239604957,0,0,0,0.000441988950276,0.000883977900552,0,0.376825898144493
0.0386804633654,0.004219025623306,0.000654676389823,0.04355416537853,0.542665726375176,0.457334273624824,0.000100482315113,8.13428265196754E-05,0.120072332730561,0.637793851717902,0.884638860630722,0.07175071377912,2,0,0,9.09272763643638E-06,0,0,0,0,1.57809602714325E-05,0,0,0.29254847294386
0.996715611811099,0.000257825434864,4.23295490075164E-05,0.99701576679497,0.034384956696064,0.965615043303936,0.000182282172804,0.00729128691214,0.000162368492394,0.999581514540437,0.889483542948889,1.99320514534909,11,0,0,5.29119362593955E-06,0,0,0,0,0.002514860539552,0,0,0.017194428396086
0.245052649712526,0.583442795925838,0.043562522879476,0.872057968517841,0.065992970123023,0.934007029876977,0,0,0.01174168297456,0.954990215264188,0,0.237085208553156,2963,17105,5735,0.031902065074614,0.184166325717608,0.06174766898512,0,0,0.040292093883435,0.232600832222796,0.077986891131116,0.067620345140781
0.433410598936591,0.507744869710419,0.000631673770708,0.941787142417718,0.189975286737216,0.810024713262784,0.893524071419516,0.014402870822729,0.009323565788222,0.972200551802873,0.97027250206441,0.854077866151074,2028,88475,422,0.011139429626049,0.485976842290284,0.002317968097728,0,0,0.020231242705081,0.882622878861943,0.004209854251254,0.09640491349926
0.089382336162636,0.017416633533286,0.002178159627984,0.108977129323906,0.727589208006963,0.272410791993037,0.015506037068369,0.015775205721757,0,0,0.893963772253075,0.149299012913375,78,109,106,0.000337096132902,0.000471070237005,0.000458105001124,0,0,0.000619045704868,0.000876311452346,0.00085219278852,0.43559312221386
0.308080808080808,0.051693404634581,0.011586452762923,0.371360665478312,0.901639344262295,0.098360655737705,0.055891238670695,0.009063444108761,0.297169811320755,0.09433962264151,0.925074925074925,0.562685680332739,1,93,1,0.000297088532383,0.027629233511587,0.000297088532383,0,0,0.000640614990391,0.059577194106342,0.000640614990391,0.493664202745512
0.990634605992703,0.000160399130493,5.74564049527421E-05,0.990852461528149,0.00897785382169,0.99102214617831,0.001899592944369,0.000814111261872,0.000154100221647,0.999573656053442,0.99930874639125,1.98113035900677,0,6,0,0,1.43641012381855E-05,0,0,0,0,0.002161383285303,0,0.004489241529653
0.429049822743966,0.468454794404229,0.00058908442482,0.898093701573015,0.193122642092894,0.806877357907106,0.818429478177835,0.014145555992436,0.008826915696559,0.97234964089256,0.963971086514569,0.844651537987985,876,85362,332,0.004648990595877,0.45302184388732,0.00176194620757,0,0,0.008640160967382,0.84194226084212,0.003274581553848,0.098098720751967
0.407350689127106,0.067381316998469,0.021439509954058,0.496171516079632,0.928571428571429,0.071428571428572,0.093853820598007,0,0.287671232876712,0.10958904109589,0.953307392996109,0.768759571209801,0,112,0,0,0.042879019908116,0,0,0,0,0.10738255033557,0,0.49203187250996
0.99542478434299,0.000211944802974,4.94960917124506E-05,0.995686225237676,0.006110901450399,0.993889098549601,0.03188228080932,0.000919681177192,0.099056603773585,0.694968553459119,0.999894118337428,1.99064143127468,1,88,0,1.2691305567295E-06,0.000111683488992,0,0,0,0.000386548125242,0.03401623502126,0,0.003055770196901
0.9804398396853,0.000118296854726,5.31587131997577E-05,0.980611295253226,0.432280919863948,0.567719080136052,0,0,0.255050505050505,0,0.982476788282987,1.96064608051823,0,0,0,0,0,0,0,0,0,0,0,0.216166211730778
0.136536328837692,0.797846385003399,0.001717168103602,0.936099881944693,0.257349473353246,0.742650526646754,0.001786695986806,0.005497526113249,0.061618512939888,0.830069834314665,0.897021473100901,0.205545022001216,947,108404,425,0.006775659142131,0.775616212928845,0.003040818516796,0,0,0.007779703763339,0.890550165534351,0.003491419323568,0.170948203842941
